id,complaint_text,category,urgency
1252,"The sidewalk near the bus stop is severely cracked and uneven.",Facilities,Medium
1253,"My RA is never available during their posted office hours.",Housing,Low
1254,"My student loan servicer information seems incorrect on the university portal.",Financial Aid,Low
1255,"The campus needs more support groups for students dealing with anxiety or depression.",Campus Life,Medium
1256,"The specialized design software (Adobe Illustrator) is crashing whenever I try to save large files.",IT Support,High
1257,"The dining hall staff handled raw meat and then prepared salads without changing gloves or washing hands.",Dining Services,Critical
1258,"My professor for ENGL 101 doesn't seem to follow the university's policies on excused absences.",Academic,Medium
1259,"The exit door in the library basement requires excessive force to open.",Facilities,Medium
1260,"My roommate is suspected of tampering with my personal belongings. Requesting immediate intervention and possible room change.",Housing,Critical
1261,"The online payment portal timed out during my tuition payment, but my bank shows a charge. Need confirmation payment was received.",Financial Aid,High
1262,"The university website needs a major overhaul; it's difficult to navigate and find information.",Campus Life,Low
1263,"I am unable to print documents to the network printer in the Engineering lab.",IT Support,Medium
1264,"The coffee served in the dining hall this morning tasted burnt.",Dining Services,Low
1265,"My degree audit is not correctly reflecting a course substitution that was previously approved.",Academic,High
1266,"The lighting fixture in the hallway outside room 310, Davis Hall, is hanging precariously.",Facilities,High
1267,"The internet connection in my dorm (Juniper 601) drops frequently, especially during video calls.",Housing,Medium
1268,"I need assistance understanding the difference between the various grants listed in my financial aid offer.",Financial Aid,Low
1269,"The campus needs more social events that don't revolve around alcohol.",Campus Life,Low
1270,"The simulation software needed for my physics lab assignment is not available in the computer lab.",IT Support,High
1271,"The 'fresh' fruit salad contained canned peaches and pears. This is misleading advertising.",Dining Services,Low
1272,"The professor for COMM 350 assigns excessive amounts of busywork not related to learning objectives.",Academic,Low
1273,"The automatic flush sensor on the toilet in the library's 1st floor restroom is broken.",Facilities,Low
1274,"My RA entered my room while I was changing, without knocking first.",Housing,High
1275,"My financial aid verification process seems stalled; I submitted documents over a month ago with no update.",Financial Aid,High
1276,"The campus fitness center needs more cleaning supplies available for wiping down equipment.",Campus Life,Low
1277,"The university's mobile app is displaying an incorrect version of my class schedule.",IT Support,Low
1278,"The salad dressing options are very limited and often watery.",Dining Services,Low
1279,"I need to request an incomplete grade for my MATH 203 course due to a documented illness impacting my final exam performance.",Academic,High
1280,"There is a wasps' nest forming above the entrance to the Student Health Center.",Facilities,High
1281,"My roommate is consistently leaving food out, attracting pests to our room (Laurel 419).",Housing,Medium
1282,"My university account password expired, and the reset process is failing.",IT Support,High
1283,"I need information about transferring my federal work-study award to an off-campus eligible employer.",Financial Aid,Medium
1284,"The campus needs more spaces for students to practice musical instruments without disturbing others.",Campus Life,Low
1285,"The online platform for submitting lab reports (ChemWeb) is down, and the deadline is approaching.",IT Support,High
1286,"The dining hall served undercooked chicken today. This is a serious food safety issue.",Dining Services,Critical
1287,"My professor for ART 110 provides subjective grading with no clear rubric or justification.",Academic,Medium
1288,"The elevator buttons in the Administration building are worn and difficult to read.",Facilities,Low
1289,"My dorm room's (Aspen 522) heating system is making a loud clanging noise.",Housing,Medium
1290,"I am unable to access the university's file sharing service (e.g., Box, Dropbox) with my credentials.",IT Support,Medium
1291,"I need clarification on whether my scholarship is renewable and what the renewal requirements are.",Financial Aid,Low
1292,"The campus shuttle service needs expanded routes to cover more nearby apartment complexes.",Campus Life,Medium
1293,"The professor for PSYC 490 is unresponsive to emails regarding thesis supervision.",Academic,High
1294,"The lighting in the outdoor basketball court area is insufficient for playing after sunset.",Facilities,Medium
1295,"My roommate has violated the quiet hours policy every night this week. Previous reports to RA were ineffective.",Housing,High
1296,"The university's student information system (SIS) is displaying incorrect grade information for last semester.",IT Support,High
1297,"I need emergency assistance paying for required course materials not covered by financial aid.",Financial Aid,High
1298,"The campus should have a designated prayer or meditation room available in a central location.",Campus Life,Medium
1299,"The software required for my GIS class assignment requires an update that needs administrator privileges on lab computers.",IT Support,Medium
1300,"The dessert options tonight were very limited and unappealing.",Dining Services,Low
1301,"The final exam schedule lists my PHYS 201 exam at the same time as my CHEM 201 exam. This conflict must be resolved.",Academic,Critical
1302,"There is a large spill (looks like oil) in the parking garage near the main stairwell (South Deck, Level 3).",Facilities,High
1303,"My dorm room (Oak Residence 610) has not had power for the last hour. Affecting ability to study/charge devices.",Housing,High
1304,"I am trying to accept my offered student loans online, but the acceptance button is greyed out.",Financial Aid,Medium
1305,"The campus needs more opportunities for students to provide feedback on university services.",Campus Life,Low
1306,"The university's spam filter is blocking emails from my internship supervisor.",IT Support,Medium
1307,"The hamburger buns served at lunch were stale.",Dining Services,Low
1308,"My professor for BIOL 310 is assigning work that significantly exceeds the expected workload for a 3-credit course.",Academic,Low
1309,"The automatic paper towel dispenser in the restroom near the main lecture hall is empty.",Facilities,Low
1310,"I have witnessed my roommate engaging in potentially illegal activity within our dorm room. I feel unsafe reporting directly.",Housing,Critical
1311,"I cannot access the online portal to view my student bill; it gives a 'Login Failed' error.",IT Support,High
1312,"I need to discuss options for reducing my loan burden after graduation.",Financial Aid,Low
1313,"The campus recreational fields are poorly maintained and often have uneven surfaces.",Campus Life,Medium
1314,"The link for required reading in my ENGL 250 course leads to a website requiring payment.",IT Support,Medium
1315,"The pasta sauce today tasted strongly of artificial sweetener.",Dining Services,Low
1316,"My advisor provided conflicting information about study abroad program credits transferring back.",Academic,Medium
1317,"The elevator inspection certificate in Thompson Hall is several months out of date.",Facilities,Medium
1318,"The air conditioning in my dorm suite (Birch House Suite C) is not working; it's extremely hot.",Housing,High
1319,"I need to request a replacement student ID card as mine is damaged and not scanning properly.",IT Support,Low
1320,"My financial aid package doesn't reflect the external scholarship I reported.",Financial Aid,Medium
1321,"The campus needs more support services for student veterans.",Campus Life,Medium
1322,"The online platform used for submitting homework (Mastering Physics) is unreliable and often marks correct answers as wrong.",IT Support,Medium
1323,"The tofu dish at the vegetarian station was flavorless and poorly seasoned.",Dining Services,Low
1324,"I need to file a formal grade appeal for my CHEM 102 course. What is the official procedure and deadline?",Academic,High
1325,"The lighting in the stairwell of the West Parking Garage is completely out on the lower levels.",Facilities,High
1326,"My RA has been unresponsive to multiple requests to address a persistent pest problem (ants) in our suite.",Housing,Medium
1327,"The university portal is showing an incorrect amount due for my tuition.",Financial Aid,High
1328,"The campus needs more water refill stations in the academic buildings.",Campus Life,Low
1329,"The software required for my CS class project is only available on Windows, but I use a Mac. Need alternative access.",IT Support,Medium
1330,"The coffee available in the morning often runs out before 9 AM.",Dining Services,Low
1331,"Professor Davis (HIST 301) frequently ends class 20-30 minutes early.",Academic,Low
1332,"There is a loose ceiling tile in classroom 112, Humanities Building, that looks like it might fall.",Facilities,High
1333,"The lock on my dorm room door (Cedar 514) feels loose and doesn't seem secure.",Housing,Medium
1334,"My password reset request for my student email account hasn't been processed after 24 hours.",IT Support,High
1335,"I need to understand the process for applying for summer financial aid.",Financial Aid,Medium
1336,"The campus shuttle buses are often overcrowded during peak times.",Campus Life,Medium
1337,"The online submission system failed right before the deadline for my major project. I have documentation. Need extension.",Academic,High
1338,"The salad bar area was messy and ingredients were spilled between containers.",Dining Services,Low
1339,"My academic transcript incorrectly shows me as withdrawn from a course I completed.",Academic,High
1340,"The elevator in the library smells strongly of mildew.",Facilities,Low
1341,"My dorm room (Elm Tower 702) has no working electrical outlets on one wall.",Housing,Medium
1342,"The university's website is not accessible using screen reader software.",IT Support,High
1343,"My financial aid disbursement is significantly delayed, impacting my ability to pay rent.",Financial Aid,Critical
1344,"The campus needs more student lounges or informal gathering spaces.",Campus Life,Low
1345,"The required textbook for my PHIL 101 course is out of print and unavailable.",Academic,Medium
1346,"The dining hall served pizza with mold on the crust today. Reporting serious food safety violation.",Dining Services,Critical
1347,"My professor for ENGL 499 (Senior Seminar) has provided zero feedback on drafts submitted weeks ago. Thesis due soon.",Academic,High
1348,"The pedestrian crossing lights at the main campus intersection are not working.",Facilities,Critical
1349,"My roommate is suspected of using my personal computer without permission. Need RA intervention.",Housing,Medium
1350,"The university network seems to be blocking access to necessary coding repositories like GitHub.",IT Support,Medium
1351,"The hot water boiler in Maple Hall appears to be malfunctioning again; only lukewarm water available.",Housing,High
1352,"Need assistance completing the Master Promissory Note (MPN) for my federal loans.",Financial Aid,Low
1353,"The campus recreation center needs to offer more diverse fitness classes (e.g., yoga, Pilates).",Campus Life,Medium
1354,"The university requires students to purchase an expensive software package that is barely used in the actual course.",Academic,Low
1355,"The food preparation surfaces behind the deli counter looked unclean.",Dining Services,Medium
1356,"I am having trouble registering for the last course needed for my graduation due to a system error.",Academic,Critical
1357,"The emergency call box near the science library is damaged (wires exposed).",Facilities,High
1358,"My RA is consistently failing to enforce quiet hours on our floor, leading to nightly disturbances.",Housing,High
1359,"Unable to access my 1098-T tax form through the student portal.",IT Support,Medium
1360,"I need to discuss financial aid options for studying abroad next semester.",Financial Aid,Medium
1361,"The campus needs better lighting along the main paths used by students walking home at night.",Campus Life,High
1362,"The video lectures posted for my online course are poor quality (bad audio, blurry video).",IT Support,Low
1363,"The milk served at breakfast tasted slightly sour.",Dining Services,Medium
1364,"The professor for CHEM 201 lab provides inadequate safety supervision.",Academic,High
1365,"There is a large crack in the pavement on the main campus quad.",Facilities,Low
1366,"My dorm room window (Pine Hall 216) does not have a screen.",Housing,Low
1367,"My student ID card is not working to access the library after hours.",IT Support,Medium
1368,"My financial aid application was flagged for verification, but the required document list is unclear.",Financial Aid,Medium
1369,"The campus needs more mental health counselors available for student appointments.",Campus Life,High
1370,"The university's learning management system is down. Cannot access course materials or submit assignments.",IT Support,Critical
1371,"The 'healthy options' section in the dining hall often contains fried foods or heavy sauces.",Dining Services,Low
1372,"My request for disability accommodations submitted weeks ago has not been processed yet.",Academic,High
1373,"The main entrance door to the Administration building is jammed.",Facilities,Medium
1374,"The communal microwave on my floor (Sycamore 4th) smells like burnt plastic.",Housing,Low
1375,"My scholarship funds have not been credited to my account, causing a registration hold.",Financial Aid,High
1376,"The campus shuttle tracking app is consistently inaccurate.",Campus Life,Medium
1377,"The software required for my statistics class (SAS) is not installed on the computers in the designated lab.",IT Support,High
1378,"The soup today was extremely salty and inedible.",Dining Services,Low
1379,"The professor for HIST 400 is assigning readings from a textbook edition different from the one listed as required.",Academic,Low
1380,"The elevator in Davis Hall failed inspection according to the posted certificate.",Facilities,Critical
1381,"My roommate is storing prohibited items (e.g., hot plate) in our room, creating a fire hazard.",Housing,High
1382,"I need help resolving an 'Authentication Failed' error when trying to log in to university services.",IT Support,Medium
1383,"I need to understand the appeal process for financial aid suspension.",Financial Aid,High
1384,"The campus needs more activities fairs to showcase student organizations.",Campus Life,Low
1385,"The university's online library database access portal requires Java, which is outdated and a security risk.",IT Support,Medium
1386,"The pasta bar ran out of meatballs halfway through dinner service.",Dining Services,Low
1387,"I am unable to declare my minor online; the system produces an error message.",Academic,Medium
1388,"The lights are out in the stairwell between the 3rd and 4th floors of the library.",Facilities,Low
1389,"My RA has been entering rooms without giving the required 24-hour notice.",Housing,Medium
1390,"My financial aid refund amount seems incorrect based on my awards and charges.",Financial Aid,Medium
1391,"The campus needs better promotion of its arts and culture events.",Campus Life,Low
1392,"The classroom response system ('clicker') software is not integrating correctly with the course website.",IT Support,Medium
1393,"The chicken served at the grill station was pink inside and appeared undercooked.",Dining Services,Critical
1394,"The professor for BIOL 110 seems unprepared and disorganized during lectures.",Academic,Medium
1395,"The accessible restroom stall door on the main floor of the student union is broken.",Facilities,High
1396,"The heating in my dorm room (Redwood 305) is stuck on high, making the room excessively hot.",Housing,High
1397,"I need to reactivate my university account after returning from a leave of absence.",IT Support,Medium
1398,"My work-study job supervisor hasn't approved my timesheet yet, delaying my paycheck.",Financial Aid,High
1399,"The campus needs more safe spaces and resources for LGBTQ+ students.",Campus Life,Medium
1400,"The online proctoring service disconnected during my final exam. Need immediate resolution with professor/IT.",IT Support,Critical
1401,"The dining hall served wilted lettuce and brown guacamole at the taco bar today.",Dining Services,Medium
1402,"My academic advisor gave me incorrect information about graduation requirements, potentially forcing me to take an extra semester.",Academic,Critical
1403,"The fire exit door on the 2nd floor of the Science building is blocked by equipment.",Facilities,Critical
1404,"My roommate has been persistently harassing me, creating a hostile living environment. I need an emergency room change.",Housing,Critical
1405,"The university's payment portal crashed while processing my tuition payment. My account was charged but the payment isn't reflected.",Financial Aid,Critical
1406,"The campus needs clearer emergency evacuation plans posted in all buildings.",Campus Life,Medium
1407,"The university email system is down; cannot send or receive emails.",IT Support,Critical
1408,"There was a foreign object (plastic shard) found in my food from the dining hall today.",Dining Services,Critical
1409,"I witnessed blatant cheating during the midterm exam for ECON 101 but the proctor did nothing.",Academic,High
1410,"The main power line to the student apartment complex (Willow Creek) is down. No electricity in any building.",Facilities,Critical
1411,"My RA ignored my report of illegal drug use occurring in the room next door.",Housing,Critical
1412,"My financial aid was cancelled without warning due to an alleged documentation issue I was never notified about. Rent is due.",Financial Aid,Critical
1413,"A student collapsed in the library, and the nearest emergency phone wasn't working.",Campus Life,Critical
1414,"The university's primary web server seems to be under a DDoS attack; all *.university.edu sites are inaccessible.",IT Support,Critical
1415,"The dining hall served meat contaminated with green mold. Multiple students affected.",Dining Services,Critical
1416,"My professor is threatening to fail me for reporting a serious ethical violation to the department head.",Academic,Critical
1417,"A gas leak is suspected in the Chemistry building basement - strong odor reported.",Facilities,Critical
1418,"My university account has been hacked, and fraudulent emails are being sent from it.",IT Support,Critical
1419,"A ceiling collapse occurred in lecture hall Baker 100. Urgent safety inspection needed for building.",Facilities,Critical
1420,"My roommate physically assaulted me. I need immediate security assistance and removal from the room.",Housing,Critical
1421,"My entire financial aid package disappeared from my student portal overnight. Tuition is due tomorrow.",Financial Aid,Critical
1422,"Active shooter threat reported on campus. Need clear communication and safety instructions NOW.",Campus Life,Critical
1423,"The online exam software crashed and submitted my exam prematurely with half the questions unanswered. Grade depends on this.",IT Support,Critical
1424,"Severe flooding in the basement of Elm Tower residence hall. Water rising rapidly.",Housing,Critical
1425,"Received a credible bomb threat targeting the Administration building.",Campus Life,Critical
1426,"Critical server failure impacting hospital research data access. Patient care potentially affected.",IT Support,Critical
1427,"Outbreak of suspected norovirus linked to the main dining hall. Many students ill.",Dining Services,Critical
1428,"My professor posted my highly personal disability information publicly on the course website.",Academic,Critical
1429,"Major structural crack discovered in the foundation of the Engineering building.",Facilities,Critical
1430,"Carbon monoxide detector is alarming in my dorm room (Aspen 212). Feeling dizzy.",Housing,Critical
1431,"My student visa status is threatened due to a university administrative error regarding enrollment reporting.",Financial Aid,Critical
1432,"Unauthorized access gained to secure research lab; sensitive equipment potentially compromised.",Campus Life,Critical
1433,"The campus emergency alert system failed to activate during the tornado warning.",IT Support,Critical
1434,"Massive food recall required for items served in dining hall over past 3 days due to listeria contamination.",Dining Services,Critical
1435,"A professor is demanding inappropriate favors in exchange for passing grades.",Academic,Critical
1436,"Electrical fire reported in the server room of the main library.",Facilities,Critical
1437,"Complete failure of the heating system in multiple dorm buildings during sub-zero temperatures.",Housing,Critical
1438,"Ransomware attack has locked critical university systems, including payroll and registration.",IT Support,Critical
1439,"My federal grant money was fraudulently diverted to an unknown bank account.",Financial Aid,Critical
1440,"A student is threatening violence against specific members of the campus community.",Campus Life,Critical
1441,"The registration system allowed me to enroll in courses I don't have prerequisites for, jeopardizing my sequence.",Academic,High
1442,"The smoothie station often has cross-contamination issues with allergens like peanuts being handled near fruit.",Dining Services,High
1443,"The required textbook rental service didn't deliver my book on time, causing me to fall behind.",Academic,Medium
1444,"Campus construction noise consistently starts before 7 AM right outside residence halls.",Facilities,Medium
1445,"My request for a room change due to irreconcilable roommate conflicts has been ignored for weeks.",Housing,High
1446,"My financial aid is on hold because the office lost the verification documents I submitted.",Financial Aid,High
1447,"The university counseling center has a multi-week waiting list for appointments.",Campus Life,High
1448,"The software needed for my final project isn't working on any lab computer I've tried.",IT Support,High
1449,"The dining hall labels for vegetarian/vegan items are frequently incorrect.",Dining Services,Medium
1450,"Professor's grading seems retaliatory after I raised concerns about course structure.",Academic,High
1451,"Broken glass bottle on the basketball court needs to be cleaned up immediately.",Facilities,High
1452,"Persistent silverfish infestation in my dorm room (Juniper 110) despite reporting it.",Housing,Medium
1453,"Difficulty accessing pay stubs and tax information through the student employee portal.",IT Support,Low
1454,"My work-study job description doesn't match the actual duties required.",Financial Aid,Low
1455,"Lack of available practice rooms for music students during peak hours.",Campus Life,Medium
1456,"The 'secure' campus Wi-Fi network feels unstable and requires frequent re-logins.",IT Support,Medium
1457,"The dining hall ran out of clean forks during lunch today.",Dining Services,Low
1458,"The online course platform doesn't work well on mobile browsers.",Academic,Low
1459,"Exterior lights on the walkway between the dorms and dining hall are burnt out.",Facilities,Medium
1460,"RA is unresponsive to requests for mediation regarding roommate's hygiene issues.",Housing,Medium
1461,"My student account shows duplicate charges for the same semester's fees.",Financial Aid,High
1462,"The process to get funding for a student club project is excessively bureaucratic.",Campus Life,Low
1463,"University email marked a message from my professor about an exam change as spam.",IT Support,Medium
1464,"The pre-made salads often contain slimy or wilted greens.",Dining Services,Low
1465,"Advisor unavailable for mandatory pre-registration meeting before my registration window opens.",Academic,High
1466,"The drinking fountain near the gym is leaking continuously.",Facilities,Low
1467,"Dorm washing machine flooded the laundry room floor.",Housing,High
1468,"Unable to submit required health forms through the online student health portal.",IT Support,Medium
1469,"Need help understanding the difference between subsidized loan interest accrual and unsubsidized.",Financial Aid,Low
1470,"Campus needs more social events aimed at graduate students.",Campus Life,Low
1471,"Required course software (Adobe Premiere) license is expired on lab computers.",IT Support,High
1472,"The vegan 'cheese' option tastes terrible and has a weird texture.",Dining Services,Low
1473,"My grade appeal was denied without clear justification based on the evidence provided.",Academic,High
1474,"Overflowing trash bin next to the main bus stop hasn't been emptied in days.",Facilities,Medium
1475,"My roommate consistently uses my personal items without permission.",Housing,Medium
1476,"My financial aid award hasn't been updated after submitting corrected FAFSA information.",Financial Aid,High
1477,"Limited weekend hours for the campus tutoring center.",Campus Life,Low
1478,"The university website search yields irrelevant results for basic policy questions.",IT Support,Low
1479,"Dining hall staff were observed using the same tongs for raw chicken and cooked vegetables.",Dining Services,Critical
1480,"I was dropped from a course required for graduation due to an administrative error.",Academic,Critical
1481,"Trip hazard: Uneven concrete slab on the path near the library entrance.",Facilities,High
1482,"My roommate is creating a hostile environment through intimidation and verbal abuse.",Housing,Critical
1483,"The system won't allow me to register for classes due to a 'financial hold' that should have been cleared.",Financial Aid,Critical
1484,"Lack of visible security patrols in parking lots late at night.",Campus Life,Medium
1485,"Can't access online quiz for my course - error message persists. Quiz due tonight.",IT Support,High
1486,"The food at the allergy-friendly station appears cross-contaminated with gluten.",Dining Services,Critical
1487,"Professor failed to submit final grades by the university deadline, delaying transcript requests.",Academic,High
1488,"Water pouring from light fixture in the hallway of the Arts building.",Facilities,Critical
1489,"My dorm room door lock is jammed, and I am stuck inside the room.",Housing,Critical
1490,"Unable to log into critical university systems due to expired password and broken reset mechanism.",IT Support,Critical
1491,"My Pell Grant disbursement is missing, needed for immediate living expenses.",Financial Aid,Critical
1492,"Credible threat of violence posted on social media targeting a campus event.",Campus Life,Critical
1493,"Network outage affecting entire campus - impacting classes, research, and admin.",IT Support,Critical
1494,"Suspected food poisoning outbreak linked to yesterday's dining hall dinner.",Dining Services,Critical
1495,"Professor shared my confidential medical information with the entire class.",Academic,Critical
1496,"Large section of ceiling tiles collapsed in the main cafeteria.",Facilities,Critical
1497,"My roommate brought a firearm into our dorm room.",Housing,Critical
1498,"My student visa sponsorship has been jeopardized by a university processing delay.",Financial Aid,Critical
1499,"Active fire alarm sounding in the Chemistry building - smell of smoke present.",Campus Life,Critical
1500,"Malware detected on university computer lab systems, potentially compromising user data.",IT Support,Critical
1501,"The professor for PHYS 101 seems to enjoy belittling students who ask questions.",Academic,Medium
1502,"The breakfast bacon was undercooked and unsafe to eat.",Dining Services,High
1503,"The university calendar listed the wrong date for the final project deadline.",Academic,Medium
1504,"Graffiti depicting hateful symbols found on the exterior wall of the student union.",Facilities,High
1505,"My RA consistently ignores requests to address late-night noise violations on the floor.",Housing,Medium
1506,"My financial aid package doesn't cover the full cost of attendance. Need to discuss options.",Financial Aid,Medium
1507,"Intramural sign-up website is poorly designed and crashes frequently.",Campus Life,Low
1508,"Unable to download lecture slides from the course website - files appear corrupted.",IT Support,Low
1509,"The dining hall often runs out of popular dessert items early.",Dining Services,Low
1510,"My request for a course overload petition hasn't received a response in over two weeks.",Academic,Medium
1511,"Broken sprinkler head flooding the lawn area near the Administration building.",Facilities,Medium
1512,"The communal kitchen microwave is sparking when used. Fire hazard.",Housing,High
1513,"My password for the library database access expired without warning.",IT Support,Medium
1514,"Need assistance understanding the difference between federal and institutional loans.",Financial Aid,Low
1515,"The campus needs more bike racks located near the classroom buildings.",Campus Life,Low
1516,"The video conferencing link provided for my online class doesn't work.",IT Support,Medium
1517,"The rice served today was hard and undercooked.",Dining Services,Low
1518,"My advisor is unresponsive to emails requesting a meeting to plan next semester's schedule.",Academic,High
1519,"The elevator in the Fine Arts building frequently gets stuck between floors.",Facilities,High
1520,"My dorm room (Laurel 210) window is cracked and letting in cold air.",Housing,Medium
1521,"My student ID card was suddenly deactivated for building access.",IT Support,High
1522,"My work-study award was reduced without explanation.",Financial Aid,Medium
1523,"The campus needs more late-night study spaces during exam periods.",Campus Life,Medium
1524,"The software 'Mathematica' license provided by the university is not activating.",IT Support,Medium
1525,"The allergen information for the soup of the day was missing.",Dining Services,Medium
1526,"I was wrongly accused of plagiarism by a professor who misinterpreted my citations.",Academic,High
1527,"The hand dryer in the main floor restroom of the library is broken.",Facilities,Low
1528,"My roommate has been consistently disrespectful and created a tense living situation.",Housing,Medium
1529,"My financial aid disbursement date keeps getting pushed back without explanation.",Financial Aid,High
1530,"The campus shuttle needs to run more frequently on weekends.",Campus Life,Medium
1531,"The online portal for submitting assignments is down, and a deadline is tonight.",IT Support,High
1532,"The vegetarian chili contained pieces of meat.",Dining Services,High
1533,"The requirements listed for graduating with honors seem unclear.",Academic,Low
1534,"The lighting in the stairwell of the East Parking Deck is dangerously dim.",Facilities,High
1535,"My roommate is suspected of stealing my personal property.",Housing,High
1536,"Unable to log into the student employment portal to submit hours.",IT Support,Medium
1537,"Need help understanding the repayment options for Parent PLUS loans.",Financial Aid,Low
1538,"The campus recreation center should offer facility tours for new students.",Campus Life,Low
1539,"The university wifi is blocking access to online academic journals needed for research.",IT Support,High
1540,"The dining hall staff were rude when asked about gluten-free options.",Dining Services,Medium
1541,"My application for departmental honors was denied without specific feedback.",Academic,Medium
1542,"The sidewalk leading to the stadium has significant cracks and uneven sections.",Facilities,Medium
1543,"My RA entered my room without permission while I was not there.",Housing,High
1544,"My student account is locked, preventing me from registering for required classes.",IT Support,Critical
1545,"Need emergency funding to cover an unexpected medical bill affecting my ability to stay enrolled.",Financial Aid,Critical
1546,"The campus needs more visible security presence during large evening events.",Campus Life,Medium
1547,"The online exam proctoring software flagged my eye movements as suspicious, causing immense stress.",IT Support,High
1548,"The dining hall served fish that smelled strongly 'off' and potentially spoiled.",Dining Services,Critical
1549,"A professor made inappropriate and discriminatory comments during lecture.",Academic,Critical
1550,"Electrical sparks seen coming from an outlet in the library study area.",Facilities,Critical
1551,"My roommate is threatening self-harm. Need immediate intervention.",Housing,Critical
1552,"My international student SEVIS record has an error that could impact my visa status.",Financial Aid,Critical
1553,"Major water pipe burst in the basement of the Science building, flooding labs.",Facilities,Critical
1554,"Unable to access the university's emergency notification system settings.",IT Support,Medium
1555,"The dining hall is failing basic health code standards (dirty surfaces, pests observed).",Dining Services,Critical
1556,"My thesis advisor stole my research ideas and presented them as their own.",Academic,Critical
1557,"The fire suppression system in the Art building appears disabled or tampered with.",Facilities,Critical
1558,"My roommate is exhibiting dangerous and erratic behavior. I fear for my safety.",Housing,Critical
1559,"My identity was stolen and used to apply for fraudulent student loans in my name.",Financial Aid,Critical
1560,"Active shooter drill conducted with no prior warning, causing panic.",Campus Life,High
1561,"The professor for STAT 200 doesn't seem to understand the material well enough to teach it.",Academic,Medium
1562,"The bagels provided at breakfast were hard and stale.",Dining Services,Low
1563,"The course website hasn't been updated with grades or materials in over a month.",Academic,Medium
1564,"The recycling area behind the dorms is attracting rodents due to overflow.",Facilities,Medium
1565,"My dorm key card stopped working suddenly; I'm locked out of my building.",Housing,High
1566,"My financial aid application status is still 'pending review' weeks after submission.",Financial Aid,Medium
1567,"The campus gym needs more variety in its group fitness schedule.",Campus Life,Low
1568,"Unable to log into the university VPN service from off-campus.",IT Support,Medium
1569,"The salad bar ran out of lettuce during the lunch rush.",Dining Services,Low
1570,"My request to waive a prerequisite based on prior experience was denied without review.",Academic,Medium
1571,"The main library escalator has been broken for over a month.",Facilities,Medium
1572,"The heating in my dorm room (Aspen 314) is noisy and keeps me awake.",Housing,Low
1573,"My student email account is suddenly unable to receive emails.",IT Support,High
1574,"Need information on grants available for students with disabilities.",Financial Aid,Low
1575,"The campus needs better pathways and ramps for wheelchair accessibility.",Campus Life,Medium
1576,"The online homework system for CHEM 101 frequently crashes or loses progress.",IT Support,High
1577,"The soup served today tasted metallic, like the pot wasn't cleaned properly.",Dining Services,Medium
1578,"My professor for ENGL 300 grades harshly and provides little constructive criticism.",Academic,Medium
1579,"The lighting in the library stacks (4th floor) is flickering constantly.",Facilities,Low
1580,"My RA failed to report a serious policy violation (alcohol in room) I informed them about.",Housing,Medium
1581,"My expected financial aid refund is much smaller than anticipated. Need explanation.",Financial Aid,High
1582,"The university needs to offer more support for students experiencing food insecurity.",Campus Life,High
1583,"The link to the required software download for my engineering class is broken.",IT Support,Medium
1584,"The dining hall served undercooked rice today.",Dining Services,Low
1585,"My petition to graduate was denied due to an alleged missing requirement that my transcript shows I completed.",Academic,Critical
1586,"The automatic door to the student health center is stuck open, letting cold air in.",Facilities,Medium
1587,"My dorm room (Oak 520) has mold growing on the bathroom ceiling.",Housing,High
1588,"Unable to access my online course materials; getting a 'permission denied' error.",IT Support,Medium
1589,"Need help understanding the Satisfactory Academic Progress appeal process.",Financial Aid,Medium
1590,"The campus needs more quiet study spaces available 24/7 during finals.",Campus Life,Medium
1591,"The simulation software for my physics lab keeps crashing.",IT Support,High
1592,"The gluten-free bread option was moldy today.",Dining Services,Critical
1593,"My professor for ART 250 is frequently absent without notifying students.",Academic,Medium
1594,"The elevator in the Administration building sounds like metal grinding on metal.",Facilities,High
1595,"My roommate is playing extremely loud music at 3 AM, violating quiet hours.",Housing,High
1596,"My student account login is not working for any university service.",IT Support,Critical
1597,"My financial aid has been suspended, and I cannot get clear information on how to resolve it.",Financial Aid,Critical
1598,"There was a fight involving weapons at an off-campus party attended by many students. Need increased security awareness.",Campus Life,Critical
1599,"The online course platform is down, preventing submission of final papers due today.",IT Support,Critical
1600,"Confirmed case of meningitis reported in my residence hall. Need urgent health guidance.",Campus Life,Critical
1601,"The professor for CS 410 is asking students for unreasonable personal favors.",Academic,High
1602,"The orange juice dispenser is dispensing fermented/alcoholic smelling juice.",Dining Services,High
1603,"My assigned lab partner is consistently unprepared and hinders my ability to complete experiments.",Academic,Medium
1604,"A large tree branch looks like it's about to fall on the main walkway near the quad.",Facilities,High
1605,"My dorm room (Birch 107) smells persistently of gas. Reported earlier but smell remains.",Housing,Critical
1606,"My financial aid was calculated using incorrect income data. Need immediate correction.",Financial Aid,High
1607,"The university shuttle driver was observed texting while driving.",Campus Life,High
1608,"The library website is down, preventing access to catalogs and databases.",IT Support,High
1609,"The dining hall served raw pork sausages this morning.",Dining Services,Critical
1610,"My request for a disability accommodation note-taker has been ignored for weeks.",Academic,High
1611,"Exposed electrical wiring hanging from the ceiling in the basement hallway of Thompson Hall.",Facilities,Critical
1612,"My roommate is exhibiting increasingly paranoid and threatening behavior.",Housing,Critical
1613,"My student loan funds were disbursed to the wrong bank account.",Financial Aid,Critical
